title,content,time,provider,url
普悠瑪翻車 蘇貞昌、陳其邁、姚文智取消選舉行程,"台鐵普悠瑪號21日在宜蘭發生嚴重事故，造成死傷，民進黨縣市長候選人晚間紛紛宣布今晚及明天選舉行程取消。同樣取消行程的台北市長參選人姚文智也表示，肯定市長柯文哲願投入救災。
民進黨提名包括原先已公布行程的新北市長候選人蘇貞昌、高雄市長候選人陳其邁，傍晚都緊急宣布明天競選相關行程全取消。（推薦閱讀：驚！台鐵普悠瑪列車宜蘭翻覆 18人不幸罹難、約148人輕重傷）
原訂晚間要出席議員競總成立的民進黨台北市長候選人姚文智，也宣布取消行程，他也在臉書表示，政治沒有比救人重要，身為立委，他全力支持政府的救災工作，身為市長候選人，他肯定柯市長願意投入救災。
相關報導● 碰的一聲列車就翻了！普悠瑪列車事故 8節全出軌多車廂變形嚴重● 6年車齡剛做大保養卻翻車 台鐵局長表示原因了解中
普悠瑪脫軌翻覆意外普悠瑪宜蘭脫軌 百人死傷 雙線不通普悠瑪車長尤振仲重傷 送羅東聖母醫院普悠瑪列車事故 旅客：有多次異常急煞普悠瑪翻覆 議員驚爆：輾到東西才翻車雙線中斷 花東返鄉旅客擠爆北車櫃檯
今日最夯新聞流量前3名警告小編別再出現 她被酸爆注意！95汽油出包 這狀況會賠為辦簽證 驚知老婆可能是妹妹
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 21:15:50+08:00,風傳媒,https://tw.news.yahoo.com/普悠瑪翻車-蘇貞昌-陳其邁-姚文智取消選舉行程-131550484.html
《黑金》認證？《黑金》一書作者筆下的韓國瑜是....,"[新頭殼newtalk] 資深媒體人曾韋禎21日在個人臉書爆料指出，根據旅美學者陳國霖在2004年於台灣出版的著作《黑金》，裡面就有提到黑道從政，韓國瑜與林明義的打人事件，就是台灣黑道染指立法院的重大里程碑！
曾韋禎痛批，「這種上世紀最黑暗的篇章，難道要讓他們在1/4世紀後，再死灰復燃，重新染黑台灣」？
高雄市長選情出現激烈網路攻防，來自國民黨候選人韓國瑜的非典型競選。國民黨主席吳敦義更驚爆為何提名韓國瑜的真正理由，「因為韓國瑜當年在立法院毆打陳水扁」，讓他感到認同跟敬佩，並肯定這是允文允武的行為。
曾韋禎指出，「韓國瑜陣營以及韓粉們，也不能老是怪大家挖出韓過去打人、幫黑道圍事、為了私人請託踐踏官員、惡質抹黑同黨同志、率先提出賭場設置條例等黑歷史」。
他同時強調，「沒有這些黑歷史，就不會有今天的韓國瑜；而且韓國瑜現在的所作所為，與他當年做的事也都差不多」。
曾韋禎同時於臉書貼上《黑金》相關的168至170頁。出版商「商周」在介紹這本書提到，本書「詳盡且直接」披露黑道人物介入政治的過程，同時評述台灣商界人物與政治掛鉤的手腕與狀況，內容直言無隱，非常驚爆。
此外，出版簡介也提到，本書以國民黨失去政權的2000年大選為焦點，作者並取得內政部警政署刑事局，與國立台北大學犯罪學研究所專家的協助更新內容，以完整面貌問世。此外，這本書出版兩年後，中國跟著出簡體版《黑金:台湾政治与经济实况揭秘》。
陳國霖在《黑金》一書，細說台灣各幫派的興起源頭，發展過程，乃至於最後介入政治、商業的現狀，包括羅福助、吳桐潭、天道盟、竹聯幫、松聯幫、四海幫、陳啟禮、張安樂......，台灣所有赫赫有名的組織犯罪首領，都曾經接受過作者陳國霖的專訪。
《黑金》作者陳國霖，籍貫廣東新會人，1960年代初台灣大學商學系畢業後赴美留學。1999年初獲美國國家科學基金會的資助研究撰寫《Human snakes : Illegal Chinese immigrants in America》一書。同年此書由李灩波譯成中文《偷渡美國》。
 ",2018-10-21 21:12:38+08:00,新頭殼,https://tw.news.yahoo.com/黑金-認證-黑金-書作者筆下的韓國瑜是-131238569.html
廖先翔設選總辦音樂會 侯友宜獻唱小叮噹相挺,"[新頭殼newtalk] 有別於傳統舉辦造勢大會，新北市議員第10選區（汐止、金山、萬里）候選人廖先翔今（21）日以舉辦音樂會、不談政治的方式成立競選總部，邀請國民黨新北市長候選人侯友宜到場，還當場出考題，邀侯合唱卡通歌「小叮噹 (哆啦A夢)」，象徵兩人當選後能跟小叮噹一樣，可以滿足新北市民的願望；侯雖唱得離離落落，台下民眾仍熱情鼓舞，場面逗趣。
礦工第三代的廖先翔是資深議員廖正良之子，這次接棒參選，主張「不同的政治從不同的選舉開始」，表示以往民眾厭惡選舉的原因，多是候選人為了使用一些惱人的宣傳方式干擾民眾的日常生活，例如傳統的廣告宣傳車、大分貝的造勢活動以及放鞭炮等等，這次廖先翔在自己的選舉都不採用。
今天下午廖先翔成立競選總部，捨傳統造勢，改辦「樂聲‧翔起」音樂會，現場不動員、不造勢，希望以音樂帶給民眾快樂心境的全新感受，侯友宜、國民黨新北市黨部主委李乾龍及台北市立委李彥秀都到場支持。
侯友宜致詞時，打趣說廖先翔如此優秀，其父廖正良早就該交棒了，上次就不該再做4年；最後侯不忘替自己2號與廖先翔5號拉票，爭取支持。廖先翔則拿出「小叮噹」歌詞，請侯友宜合唱，侯當場接招，雖然不熟練，唱得離離落落，不過侯難得開金口獻唱，且是唱卡通歌，場面逗趣引來不少笑聲，獲在場民眾鼓勵。
至於為何請侯友宜一起選唱「小叮噹」？廖先翔說，因為大家都對這部卡通相當熟悉，每當卡通內的人物遇到困難時，小叮噹總是能拿出他的法寶來解決大家的問題，因此希望侯友宜也能變成新北市民的小叮噹，變出市民所需要的建設，解決市民遇到的困難。",2018-10-21 20:41:04+08:00,新頭殼,https://tw.news.yahoo.com/廖先翔設選總辦音樂會-侯友宜獻唱小叮噹相挺-124104324.html
不滿名字被利用！周玉蔻怒批韓國瑜22歲小編「沒禮貌」,"國民黨高雄市長候選人韓國瑜的小編王律涵，近日親上政論節目辯論，年僅22歲的她完全不怕綠營老鳥圍剿，面對抹黑一事更狠嗆「你們這些大人真的很噁心」，網友紛紛封她為新學姐。不過當天也在現場的媒體人周玉蔻，卻在隔天的另一節目怒批韓國瑜小編「講話沒禮貌又粗魯」，當天明明沒跟她對到話，名字卻被利用。

周玉蔻昨晚上節目《新台灣加油》聊到韓國瑜小編一事，強調自己不屬於任何陣營，更描述在錄影現場時「我感覺到小編，一個才22歲世新畢業的女孩子，她就講了非常多非常非常不禮貌的用詞，而且根本就是詞窮、就是在吵架，就是跟陳政聞、還有在場的其他人吵架」，還提到自己完全聽不懂她在講什麼東西，只認為她談吐有待加強，才會在現場說「韓國瑜，你不要把年輕人給帶壞了」。

周玉蔻更抱怨錄影隔天，媒體報導的節目片段「那個女孩子就講了一句你們這些大人很噁心，因為她好像在跟陳政聞吵架。她就說你們好噁心，大人又老又窮，我就說妳不要人身攻擊，就是這一段。」不滿新聞播出角度竟用「韓國瑜小編是新學姐、學姐戰名嘴成功」，直批「我當時並沒有跟她對話，但我的名字就被利用了！」

最後，周玉蔻也怒言「不要牽涉到我，因為這件事情，我是去參加節目，不是去拉抬什麼小編的。」更對小編撂下狠話「我先警告，像這種小編妳不要再出現，我也不會跟妳對壘。」此段對話曝光後，立刻引起網友熱議，不少網友留言「小心被告 coco姐可是台灣最清流的名嘴呢」、「明明當時參戰節目，什麼沒跟她對到話，阿姨要吃銀杏了」、「氣pupu」。

2018全台選戰風雲 TVBS最新大數據分析
更多 TVBS 報導擁有18年民進黨齡！ 「鑄劍大師」郭常喜表態挺韓國瑜 鄉民圖文分析：這6區沒拿下韓國瑜可以宣布敗選 高嘉瑜要吳音寧跟韓國瑜辯論 網友驚：這算幫忙嗎？",2018-10-21 20:37:03+08:00,TVBS新聞網,https://tw.news.yahoo.com/不滿名字被利用-周玉蔻怒批韓國瑜22歲小編-沒禮貌-011937837.html
張桂綿競選總部成立戰旗飄揚 陳學聖、吳志揚呼籲「票票入櫃」,"蘆竹區市議員候選人張桂綿今(21)日競選總部成立，上千位民眾到場支持，現場高朋滿座，展現出大竹大團結，桃園藍營重量級人士也都到場站台。張桂綿表示，這次競總成立沒有動員、沒有包車，對遠道而來的的鄉親，她的心裡只有感謝與感動，也鼓勵支持者們幫忙拉票，當她的「最佳助選員」。
上午9點張桂綿大竹區競選總部舉辦成立大會，包括市長候選人陳學聖、立委吳志揚、前立委陳根德、前市民代表會主席林振捷等人皆前來站台相挺，揮舞戰旗並贈送「好菜(彩)頭」、「包粽」、「凍蒜」預祝選情順利成功，也呼籲前來支持的鄉親，呼朋引伴1124「票票入櫃」，議員票投4號張桂綿、市長票投2號陳學聖。
一早就到場站台的陳學聖表示，當初任桃園縣黨部主委就慧眼識英雄，鼓勵張桂綿參選市民代表。這次他選市長，張桂綿選議員，抽到4號代表「事事如意」、一定「順利成功」。
吳志揚指出，四年前張桂綿沒能當選，讓人非常惋惜，「錯過一次不能再錯過第二次」，而且大竹地區是非常好的地方，享有航空城的外溢效應，捷運在蘆竹也有好幾站，所以應該選認真做事的人加速地方發展。
張桂綿表示，感謝競選團隊和所有支持群眾，自己雖然沒有現任議員的資源，但團隊的每個人都義氣相挺，用的是真心、一步一腳印為選民服務。大竹是桃園住宅生活品質最好的地方，應該建設得更好更進步，現在人口越來越多，但交通、教育、長照都有待改善，只要1124當選，將努力爭取各項福利。
張桂綿提到，這次競總成立沒有動員、沒有包遊覽車，反而看到一些阿姨、阿桑坐公車，下車後再走路來到大會現場為她加油，甚至跟她說，「不用你包遊覽車啦，我們走路也能到」。她哽咽的說，看到鄉親那麼用心支持，心裡只有感謝與感動，也更該努力打贏這場選戰。
張桂綿也說，自己是大竹在地人，因此第一個競選總部就設在大竹，但為了讓支持者免去舟車勞頓，將在10月28日成立南崁區競選總部。
更多新聞推薦
● 普悠瑪超速翻車 台鐵局長：駕駛關閉ATP自動防護系統",2018-10-21 20:01:50+08:00,台灣好新聞報,https://tw.news.yahoo.com/張桂綿競選總部成立戰旗飄揚-陳學聖-吳志揚呼籲-票票入櫃-120150223.html
韓國瑜若敗選的下一步是？PTT網友瘋狂討論3條路,"韓國瑜從立委、北農總經理，一躍成為參選高雄市長的知名政治人物，且支持度與陳其邁互有拉鋸，引爆高雄藍營選情。網路上正反兩方討論不休，有人開版詢問若韓國瑜敗選的下一步會是什麼，最可能是選黨主席、選總統、選立委，引發不少人加入討論。

根據台灣世代智庫公布的最新民調，陳其邁暫時以39.8%，領先韓國瑜的32.5%。貼文網友指出，從民調看來，就算是偏綠的智庫，也顯示韓國瑜在左營楠梓等區是領先，「萬一韓這次在高雄輸了，也希望他能繼續在高雄駐點，然後去參選左楠區的立委，勝算應該很高」，並提議可以一邊當主席，一邊在高雄選立委，網友非常看好韓的募款與助選能力。

但也有人認為這其實是個假議題，因為「基本上這個假設成立機率太低」，認為韓國瑜勝選機率大，目前變數就看「KMT的豬隊友們在最後3X天幫他敗票」，並說「只要KMT豬隊友沒犯錯韓就穩贏了」。

底下網友討論熱烈，有人認為韓若選上高雄市長，依他個性應該不會去選黨主席，但若選輸，黨主席極可能就是下一個目標。也有人分析，韓若選輸高雄，六都中國民黨可能只剩新北，到時候吳敦義可能得負責任辭去黨主席，因此韓國瑜挾人氣聲勢競選，黨主席應該是囊中物。

討論中贊成反對都有，有人提到，若韓國瑜真的被拱選總統，「不知道朱立倫、吳敦義作何感想？」、「選輸市長還想選立委，是做夢嗎？」、「未來當名嘴更好，好賺好罵又爽」。

看討韓國瑜若選輸下一步論區請點這

看這是個假議題討論區請點這

2018全台選戰風雲 TVBS最新大數據分析

更多 TVBS 報導柯總部在公園開幕 姚人多：違法帶頭喊修法蠻棒的 羞！韓國瑜北漂雲林站台 地方媽媽趁亂摸手 柯文哲若連任...2020又選總統 過半市民不支持",2018-10-21 19:35:12+08:00,TVBS新聞網,https://tw.news.yahoo.com/韓國瑜若敗選的下-步是-ptt網友瘋狂討論3條路-100937277.html
青年論壇 姚文智提設青年事務發展局,"（中央社記者王揚宇台北21日電）民進黨台北市長參選人姚文智今天在一場論壇說，學校作為有機體，關於學生的權益，應該建立解決機制，例如他主張成立青年事務發展局，提供對話與協助學生的就學、就業等問題。
由多所大專院校學生發起的雙北市長青年論壇（台北場），今天於台灣大學綜合教學館舉行；姚文智、國民黨台北市長參選人丁守中、無黨籍台北市長參選人李錫錕及吳蕚洋出席，台北市長柯文哲缺席。
青年代表就相關在外打工、租屋、食安、就業、產業發展等問題，問今天與會的參選人解決方法。
姚文智認為，青年學子所碰到的食衣住行等問題，其實是跟城市發展息息相關，尤其過去大家認為校園是封閉的、是教育部管的，這樣的觀念應該要調整。
姚文智表示，學校作為有機體，學生相關權益，包括打工、租房子跟市府怎樣來互動等，他希望建立一個機制，讓學校或學生會等，跟市府有對話、協商的窗口。
姚文智主張，當選市長後，他要成立青年事務發展局，這個機構要去面對台北或者是台灣世代問題，協助青年朋友的職涯發展、國際交流等，也包括今天青年朋友提問的打工、租屋權益等問題，就像他提出的青年租屋津貼政策，也可以透過這個局與都發、住宅部門共同推動。
姚文智也說，怎樣讓學生、新的世代力量注入這座城市，變成活力，這都是他對城市的想像。
在青年就業、職涯發展議題上，姚文智說，台北市產發基金應該更靈活運用，或成立新的創投基金，協助年輕人創業。
像是產業轉型部分，台北市要加快腳步，例如他主張推動大規模公辦都更，自己估算，只要認真推動，可創造出的上中下游產值達新台幣17兆元，這不僅在創造內需市場，年輕朋友也能加入改造行列。（編輯：李亨山）1071021",2018-10-21 19:34:41+08:00,中央社,https://tw.news.yahoo.com/青年論壇-姚文智提設青年事務發展局-113441746.html
青年論壇 丁守中：促進北市經濟發展,"（中央社記者黃麗芸台北21日電）「雙北市長青年論壇」今天登場，中國國民黨台北市長參選人丁守中提出將設立青年發展局和都市更新局，以促進北市經濟發展，並批台北市長柯文哲缺席是不敢面對青年學生。
由北部為主的全台20所大專院校、學生團體所發起的「雙北市長青年論壇」今天在台灣大學舉辦，5名台北市長參選人有4人參與，獨缺柯文哲。
丁守中會後受訪時表示，自己原本就在台大擔任教授，所以對學生提問很習慣，自己是全力、充分回答，至於表現如何就交由學生來打分數。
稍早，會中各校代表陸續針對學區租屋違法問題、青年打工的勞動環境改善、校園店家食安和周邊交通問題，請參選人分別進行論述；現場提問則請教如何看歧視機車政策和婚姻平權問題。
丁守中表示，台北市政府可作為平台，針對學校周邊出租公寓進行安全檢查及整合資料，依消防公安標準進行等級篩選，且要提供相關保險；對於學生打工應加強勞動檢查，並由北市府擔任媒合平台，讓打工和未來生涯規劃結合，及早做好進入職場準備。
談到校園食安，丁守中指出，店家廚師要有丙級以上廚師專業證照，因其中包含食品衛生專業知識和訓練，且要加強店家查核和保險，以補足做食安檢查雙重機制。
他補充，北市公共運輸市占率約40%，相較全球大都會的80%至90%是瞠乎其後，若當選後將力推低於新台幣900元的吃到飽公共運輸月票；此外，可運用車聯網技術，在路邊布建即時預警系統。
詰問時間，無黨籍台北市長參選人李錫錕和吳萼洋分別詢問，是否認為太陽花學運是青年覺醒里程碑，以及如何提高青年薪資問題等。
丁守中表示，太陽花學運是特定時空環境下的產物，許多政策及在地狀況如何存其利去其弊，是需要檢討，若上任將成立青年發展局及兩岸協調委員來協助中央政府處理；另將成立都市更新局，全面推動都更獎勵，成為帶動經濟發展的火車頭，加強招商引資、創造年輕人就業。
談到婚姻平權問題，丁守中說，他尊重每人愛的選擇，也對有情人終成眷屬給予最大祝福，但若要修改民法恐較多阻力，主張應用專法保障較佳。（編輯：李亨山）1071021",2018-10-21 19:13:40+08:00,中央社,https://tw.news.yahoo.com/青年論壇-丁守中-促進北市經濟發展-111340725.html
賴清德蘇嘉全南下輔選黃偉哲 (圖),"民進黨台南市長參選人黃偉哲（前中）21日舉辦競選辦公室成立大會，行政院長賴清德（前左）、立法院長蘇嘉全（前右）都到場站台。
中央社記者張榮祥攝 107年10月21日",2018-10-21 18:50:49+08:00,中央社,https://tw.news.yahoo.com/賴清德蘇嘉全南下輔選黃偉哲-圖-105049037.html
打臉侯友宜 馬：直轄市長最好辯論,"政治中心/新北報導
選戰倒數三十多天，新北市長辯不辯論背後關注，原於今（21日）下午三時登場的《雙北青年論壇新北場次》，因為國民黨新北市長候選人侯友宜拒絕而破局，其他不論媒體舉辦或對手蘇貞昌屢邀約辯論也被拒絕。氣得蘇貞昌競選辦公室嗆侯拒絕檢驗、愧對市民，沒想到侯友宜今也被同黨前總統馬英九打臉，媒體提問「直轄市長選舉應不應該辯論？」馬英九回答，最好要辯論。
▼▲侯友宜迴避辯論話題勤跑基層爭取支持。（圖／中央社）
今下午2點，前總統馬英趕赴新北市土城區為新北市議員候選人黃永昌站台，媒體問馬英九「直轄市長選舉應不應該辯論？」馬英九表示，應該由參選人安排辯論；接著媒體又問「應該要辯論？」馬英九回應，最好是這樣。但隨後也抵達現場的侯友宜，雖未停下腳步受訪，媒體趁其與和民眾打招呼之際，詢問馬英九認為應該要辯論，但侯友宜始終不願回應，直到離開。
而在六都之中，台北市因市長候選人同意辦理辯論會者未達2/3，不辦公辦辯論會。新北市2名市長候選人登記時，電視政見發表會，一人勾選一輪式、一人勾選辯論式，也未達同意門檻，確定不辦公辦辯論會。桃園市長選舉五人都同意參加公辦政見會辯論；台中市民進黨林佳龍、國民黨盧秀燕登記參選也勾選同意辯論。高雄市部分，民進黨的陳其邁表示願與對手韓國瑜公開辯論，但各方邀約韓國瑜都簽了同意書，但陳其邁沒有簽，藍營質疑「公開辯論喊假的」。至今只有台南市長選舉辯論確定本月廿七日舉行，其他五都尚未定案。
▲前總統馬英九認為「直轄市長選舉最好要辯論」。（圖／資料照）
 
 
更多三立新聞網報導侯鶯歌競總成立 驚見張安樂坐前排侯友宜懼辯論？他：因為都模仿蘇貞昌有風險就不辯論？六都恐僅台南能辦成侯友宜不辯論？李俊俋：這是厚臉皮",2018-10-21 17:55:40+08:00,三立新聞網 setn.com,https://tw.news.yahoo.com/打臉侯友宜-馬-直轄市長最好辯論-081534777.html
陳其邁重申高雄重要地位 呼籲選民站出來,"高雄市長候選人陳其邁今（21）出席議員競選活動時表示，高雄在台灣的發展中，在政治和經濟上都一直扮演著重要角色。無論是當年的美麗島事件、到前幾天美國海軍的科研船來到左營軍港，都證明著高雄在台灣民主發展、區域穩定，以及亞太地區經濟的中心地位。

▲陳其邁誠懇的向鄉親拜託支持，也要讓表現優異的康裕成、邱俊憲高票當選，議會過半。（圖／記者蔡佳宏翻攝,2018.10.21）

陳其邁指出，目前的世界局勢正在進行調整，高雄的選舉，代表著高雄人的選擇，全世界都在看。陳其邁呼籲鄉親用選票告訴全世界：高雄作為台灣門戶，已經準備好了，準備跟全世界接軌，也會成為維護亞太安全最穩定的力量。同時也要用智慧來選擇，台灣未來要做為一個和平促進者，還是要走回國民黨的老路。

▲陳其邁強調「高雄不能輸，台灣才會贏！」，獲得現場高雄鄉親熱情支持。（圖／記者蔡佳宏翻攝,2018.10.21）

陳其邁表示，有些人在選市長，一方面說談經濟就好，不要說政治。但一方面卻一直在強調、台獨比梅毒還可怕，根本是做一套說一套，而且刻意忽視高雄的關鍵地位，其實從政治經濟的角度來看，高雄都是台灣的重中之重。陳其邁強調，「高雄不能輸，台灣才會贏。」

最後，陳其邁感性的說，民進黨是懂得反省、願意接受批評的政黨，我們會謙卑繼續帶領高雄進步。作為高雄的在地囝仔，他已經做好承擔責任的準備，也誠懇的向鄉親拜託市長支持2號陳其邁，也要讓表現優異的邱俊憲高票當選，議會過半、市長當選。
更多 NOWnews 今日新聞報導 馬英九飛奔羅東博愛醫院 探視傷者 獨家／普悠瑪翻車 現場乘客直擊：兩名老人飛了出去....",2018-10-21 17:39:38+08:00,今日新聞NOWnews,https://tw.news.yahoo.com/陳其邁重申高雄重要地位-呼籲選民站出來-093938560.html
丁守中、姚文智、李錫錕、吳蕚洋 聯手痛批柯文哲不辯論,"由各大學學生會主辦的「雙北市長青年論壇｣21日在台灣大學綜合教學館舉辦，國民黨台北市長候選人丁守中、民進黨候選人姚文智、無黨籍李錫錕、吳萼洋四人都出席論壇，只有現任市長柯文哲因另有行程缺席，四名藍、綠、無黨籍候選人炮口一致，全都集中火力譴責柯文哲不重視下一代。
 
丁守中譴責柯文哲，指出這就說明柯的政策經不起檢驗，靠「網紅」和「學姊｣包裝影片，這些文宣完全經不起批判，政策也都是吹牛的。
 
丁守中說，他今天沒有特別準備來辯論，因為今天跑了十場競選總部成立大會，喉嚨都沙啞了，「沒關係，學生問題辣就辣，就我了解的，和學生理性溝通」。記者提問｢支持柯文哲的網路聲量，能否轉為選票｣？丁守中回答，網路聲量絕對不等於選票，民調也絕對不等於選票，他會一步一腳印，因為大多數中產階級和市民都知道，台北市持續衰退中，一定要加速市政建設與繁榮發展。
 
李錫錕批評柯文哲，缺席就代表柯文哲對下一代完全不重視，他身為首都市長，當青年舉辦這麼有意義的活動，柯文哲卻找藉口溜掉，不接受辯論，也不接受挑戰，是不是任何足以露出他缺點的事，他都不？
 
記者追問，年輕人對柯文哲的支持度高，會不會擔心參加這場對談，也很難影響學生投票意向？李錫錕說，大家都低估年輕人判斷力，他一輩子都和年輕人在一起，他知道年輕人有個特點，不到考試不會用功看書，因為現在還沒投票，學生不會很認真看待候選人，但他對年輕人有信心，等到投票前一兩周，學生一定會慎選，為自己的未來投下神聖一票。
 
姚文智進場前簡短接受媒體訪問，記者提問「柯文哲器官移植爭議」，姚文智回答，他沒有「主打器官活摘」，是質疑柯文哲去中國大陸這麼多次，跟這些人在一起，知不知情？第二是柯文哲可不可以譴責中國大陸的暴行，他也要求記者「收回這個問題 ( 主打器官活摘 )」。姚文智強調，重點是身為市長，可否不斷地說謊，視法律於無物，為何柯文哲不面對社會大眾對他的質疑，不來辯論？
 
吳蕚洋對於柯文哲缺席，表示每個人有他思考的邏輯，「說他逃避，他 (柯) 應該不會說自己逃避，他是『轉進』，好不好」？
 
台灣民意基金會21日公布民調，指出現任台北市長柯文哲的支持度42.1%，遠超過國民黨候選人丁守中和民進黨姚文智的加總，顯現柯文哲在年底勝選的機率非常高，且遙遙領先。
更多 NOWnews 今日新聞報導馬英九飛奔羅東博愛醫院 探視傷者獨家／普悠瑪翻車 現場乘客直擊：兩名老人飛了出去....
相關新聞影音",2018-10-21 17:37:26+08:00,今日新聞NOWnews,https://tw.news.yahoo.com/丁守中-姚文智-李錫錕-吳蕚洋-聯手痛批柯文哲不辯論-093726830.html
吳敦義因韓國瑜「打扁」才提名選高雄？段宜康酸：乾脆提名殺過人的！,"國民黨高雄市長候選人韓國瑜日前遭人爆料，24年前因關說被拒，挾怨報復逼走經濟部中央標準局局長楊崇森。對此，民進黨立委段宜康今（21）日在臉書表示，韓國瑜至今都沒有否認此事，而國民黨主席吳敦義昨指「他（韓國瑜）打陳水扁那一次，我很認同跟敬佩」，政黨竟還以此為傲，直言「下次乾脆提名殺過人的吧！」
九合一大選在即，韓國瑜民調和網路聲量不斷攀升，近日被爆黑歷史，包含質疑混黑道、把前總統陳水扁打到住院等；日前更被文史學者爆料，曾因關說被拒，狹怨報復把人逼走。吳敦義昨更公開「讚揚」韓國瑜當年打陳水扁的舉動，並認為「那一戰讓他很肯定韓國瑜是允文允武」。
國民黨主席吳敦義（右）昨讚揚高雄市長候選人韓國瑜（左）「允文允武」。（資料照，新新聞林瑞慶攝）
對此，段宜康表示，韓國瑜直到現在都沒有否認關說被拒，挾怨報復這件事，另指吳敦義說因看中韓國瑜打人本事，才提名他選高雄市長；段宜康諷「政黨領袖居然以此為傲？下次乾脆提名殺過人的吧！」
吳敦義昨在國民黨花蓮市黨部，談到高雄市長選情，提到韓國瑜任立委時，因審查退輔會預算時，不滿同為立委的陳水扁以「養豬」比喻榮民，氣得毆打阿扁。吳敦義說，「我認同與敬佩他，他允文允武」，所以派買菜、賣菜都很內行的韓國瑜選市長。（推薦閱讀：高雄市長選舉》民進黨英派智庫最新民調：陳其邁領先韓國瑜7.3個百分點）
相關報導● 觀點投書：禿子點亮高雄快樂的燈● 網路霸主地位被韓國瑜動搖？ 柯文哲提「海嘯政治」說",2018-10-21 17:29:58+08:00,風傳媒,https://tw.news.yahoo.com/吳敦義因韓國瑜-打扁-才提名選高雄-段宜康酸-乾脆提名殺過人的-092958970.html
高雄作亞太區政經要角 陳其邁：這場選戰全世界都在看！,"[新頭殼newtalk] 經濟問題一直是今年高雄市選舉的熱門話題，高雄市長候選人陳其邁今（21）天出席活動時表示，無論是台灣民主發展、區域穩定，還是亞太地區經濟方面，高雄都扮演著重要的角色，而全世界的人，都在看這場高雄選戰。
陳其邁以當年的美麗島事件，到前幾天美國海軍的科研船來到左營軍港，證明高雄的政經地位重要，呼籲市民要用智慧來投票，讓台灣未來成為為和平促進者，告訴全世界，高雄已經準備好與全球接軌、成為維護亞太安全最穩定的力量，而不是選擇走回國民黨的老路中。
陳其邁說，有些人選市長只顧經濟，避而不談政治，背後一直強調九二共識，做一套說一套的行為「比梅毒還可怕」，是在刻意忽視高雄的關鍵地位。作為高雄的在地囝仔，陳其邁說自己已做好承擔責任的準備，表示「高雄不能輸，台灣才會贏！我們一定要贏，我們一定會贏！」
延伸閱讀：
高雄選情危急？陳菊：警覺性不足、黨會通盤檢討
新北市政停擺延宕 蘇貞昌：換人比較快！",2018-10-21 17:28:57+08:00,新頭殼,https://tw.news.yahoo.com/高雄作亞太區政經要角-陳其邁-這場選戰全世界都在看-092857466.html
擁有18年民進黨齡！ 「鑄劍大師」郭常喜表態挺韓國瑜,"高雄市長國民黨候選人韓國瑜，昨(20)日替高雄市茄定區市議員候選人鄭東元站台，另外包括音樂才子鄭進一、鑄劍大師郭常喜也到場力挺，首度為選舉站台的鄭進一表示，自己相當欣賞韓國瑜，因此決定替韓國瑜創作競選歌曲，他更強調，只要韓國瑜當選，他就會搬到高雄居住。
 
鄭進一昨天特地南下高雄為韓國瑜站台，他表示自己對政治沒有興趣，但在電視上看到「禿頭」韓國瑜，雖然相當臭屁卻對城市發展很有想法，因此決定跨刀相挺，他也在台上和韓國瑜合唱一曲「舊皮箱的流浪兒」，鄭進一打趣地說，韓國瑜「唱得不錯，有他3歲時的水準」，逗樂台下支持觀眾。至於要替韓國瑜寫歌一事，鄭進一透露目前尚未定案，還會進一步跟韓國瑜討論細節。
 
另外，除了音樂才子鄭進一現身，鑄劍大師郭常喜也到場力挺韓國瑜，據悉，國際知名導演李安電影「臥虎藏龍」中的青冥劍和400多件兵器，全都出自郭常喜之手，長期居住在興達港附近的他，擁有18年民進黨黨齡，但這次卻跳出來力挺韓國瑜，可謂出乎所有人的意料。
 
2018全台選戰風雲 TVBS最新大數據分析
更多 TVBS 報導什麼美食擄獲馬英九？ 他連吃3碗還要打包給美青姐高嘉瑜要吳音寧跟韓國瑜辯論 網友驚：這算幫忙嗎？韓國瑜質疑中選會 孫大千提醒「6要點」絕不能犯錯
高雄市長選情高雄選情 陳菊：警覺性不足 會通盤檢討反併吞大遊行 陳其邁：三件事國際關注韓國瑜若敗選 網分析有「3條路」可走陳其邁深入大路竹固樁 民眾熱情迎接吳音寧與韓國瑜辯論？網：直接宣布當選
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 16:57:15+08:00,TVBS新聞網,https://tw.news.yahoo.com/擁有18年民進黨齡-鑄劍大師-郭常喜表態挺韓國瑜-235922344.html
