title,content,time,provider,url
侯友宜趕場競總成立大會 展求勝決心,"（中央社記者林長順新北21日電）國民黨新北市長參選人侯友宜今天上午連跑多個競選總部行程，受到支持者熱情歡迎。他在五股受訪時表示，希望解決交流道及五股泰山輕軌的興建，並與中央討論整治垃圾山問題。
侯友宜上午出席包含金中玉、連斐璠、蔡明堂、陳明義、宋明宗、蔡健棠、陳錦錠等競總成立大會，下午還要到鶯歌、土城、汐止、板橋參加競總及客家後援總會成立大會的行程。
另外，國民黨新北市議員鄭戴麗香上午成立與侯友宜淡水區聯合競選總部。鄭戴麗香表示與侯友宜「友香合擊」戰力全開，希望大家「友情香挺」，創造「侯麗安居、侯麗樂業」的「好（侯）日子」。
侯友宜在五股受訪時指出，希望能夠解決交流道及五股泰山輕軌的興建，另外整治垃圾山也會跟中央一起從都市計畫討論，希望中央加快審查。
對於假牙議題，侯友宜表示，行政院去年公告「國民口腔健康促進計畫」中推出塗氟計畫，表示「真的牙齒比換牙齒重要」，塗氟計畫是衛福部推出來，對手蘇貞昌是自己打自己的臉。
媒體詢問，對手蘇貞昌指長照經費「新北拿了中央7億，結果退回3億」。侯友宜說，中央長照給付新制的法令配套不足，讓6都沒辦法執行預算，這筆錢退回最多的是高雄市，退了新台幣5億元，而台北市比例退的最高，是中央沒有把法令做好。
至於選前會否跟國民黨高雄市長參選人韓國瑜合體，侯友宜表示，任何參選人只要跟他有共同議題和共同的目標，都會緊緊地站在一起。（編輯：張銘坤）1071021",2018-10-21 14:18:34+08:00,中央社,https://tw.news.yahoo.com/侯友宜趕場競總成立大會-展求勝決心-061834759.html
陳其邁深入大路竹固樁 民眾熱情爆表迎接,"距離選舉只剩下1個多月，民進黨高雄市長候選人陳其邁，延續上週日（14日）在鳳山舉辦3萬人大造勢的熱度，繼續來到大路竹地區分別舉辦後援會造勢，這裡儘管是白派掌門人、前立法院長王金平的大本營，但民眾還是熱情爆表，顯見陳其邁在地方的人氣。
熱情選民將現場擠得水洩不通，民進黨高雄市長候選人陳其邁，所到之處，展現超高人氣。
延續上週日（14日）在鳳山舉辦3萬人大造勢的熱度，陳其邁深入大路竹地區，分別舉辦後援會造勢，這裡儘管是白派掌門人、前立法院長王金平的大本營，但民眾還是熱情爆表。
日夜跑攤馬不停蹄，陳其邁吃飯時間就近在後援會現場，和支持者大啖當地小吃，節省時間，也拉近和選民的距離。
儘管日前國民黨高雄白派大老蕭漢俊，表態支持國民黨市長候選人韓國瑜，但陳其邁絲毫不受影響，展現基層實力，繼續強力固樁。
（民視新聞／呂鎌顯 高雄市報導）",2018-10-21 14:10:24+08:00,民視,https://tw.news.yahoo.com/陳其邁深入大路竹固樁-民眾熱情爆表迎接-061024569.html
高雄綠營萬人遊行 韓國瑜「出走」宜蘭站台,"【壹電視報導】今天民進黨在高雄舉行反併吞萬人大遊行，韓國瑜湊巧不在高雄，反而跑到宜蘭幫林姿妙助選，從台灣尾跑到台灣頭，北上踩地盤，讓外界懷疑，難道是想要跟黨內人氣王侯友宜PK，而韓國瑜曾說與柯文哲有私交，
卻遭到柯文哲直接打臉，說兩人沒有合作計畫。",2018-10-21 14:03:49+08:00,壹電視影音,https://tw.news.yahoo.com/video/高雄綠營萬人遊行-韓國瑜-出走-宜蘭站台-060349461.html
韓國瑜若敗選？網分析有「3條路」可走,"高雄市長選戰是本次選舉中最受關注的重點之一，國民黨高雄市長候選人韓國瑜民調仍稍微落後民進黨候選人陳其邁。最近有網友分析韓國瑜敗選後的可能發展，認為未來韓國瑜有「黨主席」、「總統」、「高雄立委」等 3 條路可走。

有網友在 PTT 「政黑板」發文，目前就算是偏綠的智庫民調，也顯示出韓在左營楠梓區處於領先狀況，所以就算韓國瑜這次輸了，也希望他能繼續在高雄駐點，然後參選左楠區立委，勝算應該很高。網友更認為，韓會比吳敦義有更好的募款和助選能力，甚至可以一邊當主席、一邊在高雄選立委。

網友坦言，高雄市現在沒有藍營立委，韓國瑜要一口氣選上高雄市長「恐怕沒有那麼容易」，高雄市下屆至少要選上幾席非民進黨的立委，不要再讓民進黨九席全包，那才比較實際。

其他網友也紛紛留言「看輸的票數而定，惜敗選總統＋黨主席；輸超過 20 萬，選立委；輸更多，連立委可能都不用想」、「我只是覺得他如果沒贏，說不定路更廣」、「我希望他當高雄市長兼黨主席口（可）以嗎 XD 」、「說實話 韓國瑜連正統 KMT 的邊都沾不上，那些什麼智庫、婦女會不會認同他的 當棋子一枚罷了」。
更多 NOWnews 今日新聞報導 現場最新照片》普悠瑪翻車意外 普悠瑪翻車17死126傷 警消搶救中",2018-10-21 14:03:44+08:00,今日新聞NOWnews,https://tw.news.yahoo.com/韓國瑜若敗選-網分析有-3條路-可走-060344535.html
"""韓""流襲雲林 韓國瑜為張麗善站台","雲林縣 / 徐孟蘭 史恩銘 報導
選戰逼近，這個週末國民兩黨高雄市長候選人都很忙，韓國瑜幫國民黨雲林縣長候選人張麗善站台，人氣爆棚，一上台，氣氛嗨到最高點，他還自爆，他30幾年前入贅來雲林，和雲林關係很深。
雲林縣長選情，越來越火熱！國民黨縣長候選人張麗善成立競選總部大會，邀請到同黨的高雄市長候選人韓國瑜到場站台，韓國瑜人氣爆棚，一上台，會場氣氛嗨到最高點，他還自爆，他30幾年前嫁來雲林，是入贅的，和雲林關係深厚。
韓國瑜用高人氣力挺張麗善，張麗善請出黨內人氣王韓國瑜站台衝人氣，現任縣長李進勇也沒閒著，趁假日四處拼場，和鄉親搏感情。
相關新聞影音",2018-10-21 13:56:00+08:00,華視,https://tw.news.yahoo.com/韓-流襲雲林-韓國瑜為張麗善站台-055600612.html
陳其邁衝選戰! 酸韓國瑜空降選市長,"高雄市 / 綜合報導
高雄市長候選人競爭越來越激烈，有民調顯示，韓國瑜與陳其邁兩個人呈現五五波拉鋸戰，陳其邁現在每天行程滿檔，全力衝刺，今(21)日上午出席燕巢區後援會成立大會，表示自己在高雄深耕多年，對高雄有一定的了解跟感情，不像韓國瑜空降來選市長，不了解高雄，希望選民不要被韓國瑜騙了。
距離年底大選倒數一個月，支持者熱情相挺，民進黨高雄市長候選人陳其邁，今天第一站來到燕巢區，因為後援大會的成立，台上一ㄧ授旗，轄區同黨議員候選人全到齊，陳其邁致詞時表示，希望大家都力挺到底，讓綠營議員都能當選。
接著話鋒一轉，猛批韓國瑜，陳其邁表示，自己在高雄深耕多年，對高雄有一定的了解跟感情，並保證未來若當選，一定會和中央讓高雄再「翻一番」。距離年底大選倒數一個月，高雄市長候選人，陳其邁和韓國瑜競爭激烈，有民調顯示兩個人呈現五五波的拉鋸戰，面對目前如此緊張的選情，陳其邁現在每天行程滿檔，他說這場選戰不能輸，而對民進黨而言，執政了20年的高雄，更是輸不起，絕對不能被翻盤。",2018-10-21 13:56:00+08:00,華視,https://tw.news.yahoo.com/陳其邁衝選戰-酸韓國瑜空降選市長-055600581.html
化妝說失言 丁守中：柯P政績全靠化妝掩飾 難怪這麼在意,"【綜合報導】台北市長柯文哲演講稱，美學是一種堅持，他認為日本女性比較漂亮，都化妝好才出門，不像台灣女性同胞直接上街嚇人，引發失言爭議。國民黨台北市長參選人丁守中則說，自然就是美，自信就是美，要說什麼樣的人非化妝不可？「柯文哲不正說他自己嗎」？還不就是「怕卸妝之後，政績見不得人」。
丁守中說，柯文哲的化妝術，凡事靠網紅，靠置入行銷。政策只問大數據，不問理念。該辯論的時候不辯論。難怪柯文哲這麼在意是不是化妝以後才上街。
丁守中今天在臉書PO文做了以上表示。他也說，恐怕柯文哲自己也搞不清楚，要是没了網红、没了行銷，「真正卸了妝之後，到底是用哪張臉孔見人」。
他也表示，柯文哲的話明顯失言，自然就是美，自信就是美，高興了化點妝，並無不可。有了自信，也就不在意化妝了沒有。",2018-10-21 13:53:01+08:00,民眾日報,https://tw.news.yahoo.com/化妝說失言-丁守中-柯p政績全靠化妝掩飾-難怪這麼在意-055301376.html
姚文智北投後援大會 蔡英文站台輔選,"台北市 / 陳又寧 彭冠霖 報導
台北市長候選人姚文智，週六晚上在北投舉辦後援大會，民進黨主席蔡英文也來輔選，開玩笑表示，他最近勤跑市場，曬黑了不少。而話鋒一轉，姚文智也批評柯文哲說的，台灣成為川普政府貨架上的商品，這句話嚴重破壞台美關係。
總統蔡英文力挺姚文智後援會，笑說這已經是第5度替他站台。連續舉辦6場後援會大會，姚文智最後一場選在士林大同受證授旗大會，現場擠了上千人，除了接受支持者歡呼外，也痛批對手柯文哲先前專訪說，美中對抗下，台灣成為川普政府貨架上的商品，明顯失言。
一邊批柯文哲，一邊當然要壯大聲勢，站台當然不忘加油打氣，總統蔡英文跟姚文智，一一跟選民握手致意，選戰剩下一個月，蔡英文幫忙輔選，直說姚文智會用所有的力氣，拚到最後一秒鐘。",2018-10-21 13:53:00+08:00,華視,https://tw.news.yahoo.com/姚文智北投後援大會-蔡英文站台輔選-055300136.html
行動競總開罰 丁守中：柯文哲帶頭違法 後知後覺,"【綜合報導】台北市長柯文哲行動競選總部昨在北投七星公園舉辦園遊會，遭北市公園處認定競選車輛開入公園明顯違法而開罰，柯文哲則稱法令不切實際應該大修。不過國民黨台北市長參選人丁守中批評柯文哲自己帶頭違規違法，說一套做一套。同時從柯文哲小樹屋工作室違法使用、文大大群館爭議，都是不合時宜的規定還要強制執行，搞到自己知法違法、帶頭違法，永遠後知後覺。
丁守中也說，公園跟學校向來都是可以辦活動的地方，只要合法申請租借就可以，像英國海德公園一樣可以辦政見發表會，但為何現在的公園不行辦政見活動？這就是柯文哲給大家穿小鞋，不讓大家辦活動，自己又帶頭違法。他也說，「將來如果柯文哲執政，一定是獨裁」。
2018臺北客家義民嘉年華上午在凱達格蘭大道舉行，柯文哲與丁守中同時到場，也握手致意，頗有拚場的味道。談到今天活動很受客家鄉親歡迎，人氣很旺，丁守中也說，他媽媽就是客家人，所以客家鄉親一向很支持他。   但針對媒體詢問柯文哲在七星公園辦園遊會違規被罰，是否因自己挨罰才覺得應該大修法令？丁守中表示，柯文哲自己把規定訂的這麼嚴，不讓人家進到公園，自己又帶頭違規違法，證明柯文哲說一套做一套，也不讓人意外。
至於丁陣營日前舉辦活動也全都比照辦理沒入3萬保證金，丁守中則說，「我們沒被罰，是市黨部辦的活動被罰，他們舉辦慶生會，我們被邀請去。」最後也被開罰。
此外，針對柯文哲說，日本女孩化好妝才會出門，不像台灣有些女性同胞會直接上街嚇人，引發爭議。丁守中仍表示，覺得台灣女生質樸、自然就是美，柯文哲的說法太虛假，把女性物化。",2018-10-21 13:51:36+08:00,民眾日報,https://tw.news.yahoo.com/行動競總開罰-丁守中-柯文哲帶頭違法-後知後覺-055136389.html
「青年論壇」新北場告吹 蘇貞昌再批侯友宜：不敢面對市民和學生，怎麼當市長？,"由多所大學學生會舉辦的「雙北市長青年論壇」，今（21）日下午將在台灣大學舉行台北場，但新北場確定因為國民黨市長參選人侯友宜不出席而告吹。對手民進黨市長參選人蘇貞昌今天受訪時，再批侯友宜不敢面對市民和青年學生，怎麼當市長。
蘇貞昌上午出席板橋市議員黃俊哲的競總成立大會，他受訪時被問到新北場的青年論壇無法舉辦，再度批評侯友宜「很對不起年輕人，也對不起選民」。
蘇貞昌說，市民有知的權利，侯友宜對於辦辯論老是閃躲，尤其是近20所大學學生籌備了很久，很誠意的邀請，自己一口就答應，結果侯友宜閃閃躲躲，最後又拒絕了年輕學生，所以年輕大學生還發表聲明表示遺憾。
蘇貞昌說，一個要當市長的人竟然不敢面對市民，不敢面對青年學生，這樣怎麼當市長？（推薦閱讀：「柯文哲現象都是因果！」蘇貞昌：民進黨應該謙卑檢討自己）
此外，新北市政府對於蘇貞昌提出的老人裝假牙政策，回應提出老人牙齒應塗氟。蘇貞昌今天也回應，塗氟是預防保健，裝假牙則是沒有牙齒的人的補救，一個是保健、一個是補救，根本是兩回事，所以要讓大家看到他的團隊是真正要做事，關心老人家。
相關報導● 呼籲支持蘇貞昌 賴清德批：國際對中國看法已改變，但還是有一批人唱衰台灣● 說台灣是「商品」被批失言 柯文哲：難道要說我們最偉大，美中都聽我們的！",2018-10-21 13:07:39+08:00,風傳媒,https://tw.news.yahoo.com/青年論壇-新北場告吹-蘇貞昌再批侯友宜-不敢面對市民和學生-怎麼當市長-050739153.html
禿頭享半價！民宿業者創意推：長得像韓國瑜就免費,"選戰打得火熱，19日公布了各縣市長候選人號碼，而除了候選人不停拉票外，也有民眾以創意手法大推自己支持的候選人。其中國民黨高雄市長的候選人韓國瑜網路聲量激升，而創作鬼才鄭進一表態欣賞韓國瑜，自告奮勇替韓寫競選歌曲，兩人今（21）日在高雄茄萣區合體高歌。也有民宿業者推出「禿頭折扣」，如果長得像韓國瑜，就可享住宿優惠，引起網友熱議。
 
 
▼（圖／翻攝自民宿臉書）
近期更有花蓮民宿的業者推出優惠活動，在粉絲專頁PO文表示，「這陣子夯什麼，金X居決定從即日起到11／24日止，只要你禿頭，住房就半價⋯。1個蘿蔔1個坑，1個禿頭1間房哦。」
 
▼（圖／翻攝自民宿臉書）
 
▼（圖／翻攝自民宿臉書）
 
 
此外業者還加碼表示，只要長得或禿得像韓國瑜，就可享免費住宿，而如果不像韓國瑜，反而像恰吉王世堅，同樣可以免費住宿。最後對於既不禿頭也不像王世堅的朋友，民宿老闆也表示，「只要你（名字）也叫國瑜或世堅就可以8折優惠哦⋯」成為另類行銷手法。
 
▼（圖／翻攝自民宿臉書）
 
貼文一出，引起眾多網友留言，「我不知道是否該分享給禿頭朋友～～你這種福利算是好事還是壞事？！」、「我要去理光頭…為了能住上您家一晚都值得」、「女性禿頭有加分嗎？」、「我寧可像韓國瑜也不要像王世堅」、「那麼棒啊！恨不得一夕變禿頭」。
 
▼（圖／中央社）
 
昨20日舉辦「反併吞護台灣，反介入顧高雄」活動，此外，高雄市長候選人陳其邁也馬不停蹄，昨（20）日與9位黨籍區域立委及各區爭取連任黨籍議員及議員候選人同步在各街頭拜票，總統府秘書長陳菊更親自南下。雖然下午的活動未規劃與陳菊出席，陳其邁受訪時也說，「過去只要花媽一聲令下，高雄立委都很團結，現在花媽隊長交棒，一定會扛起責任，打好這次選戰。」
 
 
（封面圖/中央社/翻攝自韓國瑜、王世堅臉書）
 
 
更多東森新聞報導
●「韓流」吹進屏東市！上萬民眾擠爆「要看韓國瑜」 
●滴妹戒飲料只喝水…一周後素顏出現「驚人轉變」！ 
●他冒死偷拍「最敢玩酒女」…4張私照曝光！結局神逆轉 
今日推薦影音",2018-10-21 13:04:00+08:00,EBC東森新聞,https://tw.news.yahoo.com/禿頭享半價-民宿業者創意推-長得像韓國瑜就免費-050400726.html
五度為姚文智站台 蔡英文笑稱：要加強輔選力道,"民進黨台北市長候選人姚文智，週六（20日）晚間舉辦士林北投區後援會成立授旗大會，總統蔡英文親自力挺輔選造勢，現場氣氛熱絡！蔡總統說這是他第五度為姚文智站台，希望能加強輔選力道；她稱讚姚文智認真打選戰，勤跑市場，臉都曬黑了，姚文智自嘲說「是被抹黑」，現場哄堂大笑！
大批民眾熱情夾道歡迎，總統蔡英文一一握手，短短200公尺的路走了近5分鐘，好不容易才走上主舞台！
台北市長候選人姚文智，週六晚間在石牌國中盛大舉辦士林北投區後援會，一掃日前總統輔選力道不足之說，蔡總統親自到場輔選造勢。蔡英文表示，「這是我第五次替他加油，我要加強輔選的力道，選戰剩30幾天，這一路走來風很強、雨也大，但是我們有市民們的支持」。
稱讚姚文智認真拚選戰，懇請鄉親集中選票，全力支持，姚文智也不忘幽自己一默，當總統問到有曬黑嗎？回應說「是被抹黑的」。
回防士林北投大票倉，姚文智出席後援會，成立授旗大會，猛批對手柯文哲一點不手軟，表示「我要請教柯市長，如果台灣是人家貨架上的商品，那台北市是甚麼，那你做為台北市長又是甚麼」。
選戰倒數30多天，選情逐漸升溫，民進黨展現黨內大團結，打出總統牌，希望一路轟出全壘打！
（民視新聞／許敬柔、黃啟豪 台北報導）",2018-10-21 12:44:05+08:00,民視,https://tw.news.yahoo.com/五度為姚文智站台-蔡英文笑稱-要加強輔選力道-044405605.html
北市藍升綠降 丁庭宇：丁守中還有機會，但要檢討佛系選法,"九合一大選倒數計時，各市選戰激烈廝殺，台灣民意基金會今（21）日發布台北市選戰最新民調，台北市長柯文哲以42.1%領先國民黨候選人丁守中（28.5%）、民進黨籍候選人姚文智（11.6%）。前台北市副市長丁庭宇分析，丁守中至今仍沒有打破僵局，這對柯文哲來說是好消息，國民黨整個黨、候選人必須要有更強烈的主張才能打破僵局，不過非常不容易。
根據台灣民意基金會調查，有56%的台北市選民對柯文哲近4年來的施政表現表示滿意，36%的人不滿意。丁庭宇表示，柯文哲的市政滿意度相比馬英九、陳水扁來的低，顯見施政成果並不令人肯定。尤其是台北大巨蛋，大巨蛋看似已經快完工，北市卻強調還在停工階段，這部分也顯見國、民兩黨台北市長候選人、議員參選者對此議題仍不夠強硬。
在大巨蛋議題上，丁庭宇批評，「在馬、扁任北市長時期，辦公室主任跑去跟遠雄董事長趙藤雄密商好幾次，若不報議會，早就爆炸了，這不是弊案？什麼才是弊案？」據民調顯示，有61%台北市民不滿柯文哲處理大巨蛋的感覺，丁庭宇認為，國民兩黨必須正視大巨蛋議題，但接下來兩黨候選人是否會因此得利？他則表示，棄保策略很難講，最後時刻才會顯見出來，柯文哲從深綠出生，這幾次較勁姚文智仍處下鋒，民進黨恐怕得票率更低，姚文智若無法突破僵局，民調15%門檻都過不了，若柯文哲後期打危機牌，恐使民進黨流失更多選票。
另在台北市民選民政黨認同問題中，今年2月時泛綠比泛藍認同者僅差距2個百分點，但8個月後，大選前一個月，藍遠勝於綠15個百分點，台灣民意基金會董事長游盈隆更形容這是「天龍人的甦醒」。
20181021-台灣民意基金會「2018台北市長選戰民調」發表記者會，圖為台灣民意基金會董事長游盈隆。（陳品佑攝）
丁庭宇表示，民調顯示台北市民國民黨認同度提升，台北市還是藍軍天下，但若拿不出具體做法，恐使國民黨候選人面臨困境，選舉倒數一個月，時間仍充裕。而在葛特曼事件中，外國人來台灣罵台北市長是「liar」，這已經超出一般市民可接受範圍，是非常不禮貌的行為，葛特曼有責任說清楚他說「liar」的原因，若柯文哲是騙子的話，那葛特曼書中不應有任何的引用柯的論述，國民黨至今沒打過，下一階段可能是棄保，民進黨恐流失選票，國民黨若仍深陷僵局，選票也將被瓜分。（推薦閱讀：台灣民意基金會民調》藍升綠降！支持民進黨的台北市選民剩16.9%）
丁庭宇指出，柯文哲「以拖待變」是成功策略，競爭者一定要打破現有僵局，「姚文智大概是沒機會了」，但若國民黨若能檢討現在的「佛系選法」，重整後再出發，應還有機會打贏北市選戰。
相關報導● 台灣民意基金會民調》「liar」指控打不倒他！柯文哲信任度40%，遠勝丁守中、姚文智● 台灣民意基金會民調》柯文哲支持度42.1%，丁守中加姚文智還贏不了他",2018-10-21 12:43:24+08:00,風傳媒,https://tw.news.yahoo.com/北市藍升綠降-丁庭宇-丁守中還有機會-但要檢討佛系選法-044324151.html
姚文智出席市議員競選總部成立大會 (圖),"民進黨台北市長參選人姚文智（前）21日在北投出席「姚文智林世宗聯合競選總部」成立大會，由於陽光刺眼，進場前舉起手遮擋艷陽。
中央社記者徐肇昌攝 107年10月21日",2018-10-21 12:38:41+08:00,中央社,https://tw.news.yahoo.com/姚文智出席市議員競選總部成立大會-圖-043841224.html
余天幫姚文智站台 (圖),"民進黨台北市長參選人姚文智（中）21日在北投出席「姚文智林世宗聯合競選總部」成立大會，民進黨新北市黨部主委余天（左）到場站台，眾人高喊當選。右為台北市議員林世宗。
中央社記者徐肇昌攝 107年10月21日",2018-10-21 12:36:40+08:00,中央社,https://tw.news.yahoo.com/余天幫姚文智站台-圖-043640365.html
選戰倒數 丁守中：將進行6都連線造勢 (圖),"中國國民黨台北市長參選人丁守中（右）21日出席台北市議員葉林傳（中）競選總部成立活動時表示，台北市黨部正在規劃舉行週末大型造勢活動及遊行，後續也有全台6都及各縣市連線活動。
中央社記者黃麗芸攝 107年10月21日",2018-10-21 12:35:40+08:00,中央社,https://tw.news.yahoo.com/選戰倒數-丁守中-將進行6都連線造勢-圖-043540429.html
柯文哲行動競總公園違規 姚文智：市長蠻幹,"（中央社記者王揚宇台北21日電）針對台北市長柯文哲行動競總昨在公園辦活動遭罰、保證金被沒收一事，民進黨台北市長參選人姚文智今天受訪表示，他第一次看到市長可以這樣蠻幹，根本是視法律如無物。
姚文智今天出席「姚文智X林世宗聯合競選總部」成立大會，並於會前接受媒體訪問。
柯文哲行動競選總部昨天在七星公園舉行園遊會，北市公園處指出，實際活動與申請內容不符，將不退還保證金新台幣3萬元，且一年內不受理同一申請人的申請；此外，行動競總卡車開進公園，因此依違反台北市公園管理自治條例開罰；記者問姚文智對此事的看法。
姚文智表示，柯文哲拆別人的東西時就說法律不是參考用的，碰到自己的事情卻是一犯再犯，「我第一次看到作為一個市長，可以這樣蠻幹」，已經被開罰了，柯文哲卻把罰單當作租金，照樣在那邊喊「凍蒜」，很歡樂在進行，根本是視法律如無物，這樣的威權性格，跟柯文哲崇拜的毛澤東、雍正，做法都一樣。
姚文智接著說，柯文哲好像要在台北市當皇帝，自己從沒看過被認為違法，然後不立刻停止、繼續繳罰單，繼續在那裡進行選舉活動，最後告訴大家法律要檢討，這是什麼樣的市長。
此外對於柯文哲昨天參加「柯文哲X青年創業論壇」時提到，廣義的美學，不管文化藝術，不僅是一種堅持，也是一種責任，「我去日本，我都覺得日本的女孩子，好像比較漂亮，為什麼？因為她們都化妝好才會出門，不像我們台灣有些女性同胞會直接上街嚇人」。事後，柯文哲坦承失言。
對此姚文智今天受訪表示，柯文哲恐怕不是只有失言，而是完全失格。（編輯：張銘坤）1071021",2018-10-21 12:32:33+08:00,中央社,https://tw.news.yahoo.com/柯文哲行動競總公園違規-姚文智-市長蠻幹-043233338.html
柯P公園造勢違法 姚文智怒轟,"政治中心/台北報導
台北市長柯文哲競選辦公室昨（20）日在北投七星公園辦園遊會，卻將行動競選總部車開進公園作為活動主舞台，違反台北市公園管理自治條例，遭到連續開罰，並沒收3萬元保證金，對此，柯文哲競選總幹事小野(李遠)今在臉書上表示，市長違法與小市民同罪。「這是我們的疏忽，在此向台北巿民道歉」。
▲柯文哲首場造勢違法於公園舉辦，其總幹事小野（李遠）臉書致歉。（圖／翻攝自李遠臉書）
小野在臉書，還原柯文智哲的講話，表示柯的開場白是這樣：「各位市民朋友 大家午安大家好，今天是我們 行動競選總部開幕的園遊會。因為公園不可以有競選活動 所以拜託大家，我們還是盡量守法，所以拜託大家不要喊凍蒜，然後競選的旗子也不要拿出來 還有我們有那個競選的背心也不要拿出來，其他跟選舉相關的東西 我們先把它收起來。」，在文末小野認為，「柯文哲在現場有非常動人的演講，雖然大部分的媒體都強調違規違法」，開了許多罰單、沒收保證金。雖然全是負面的報導，「但是，也反映了一個法治國家的建立。市長違法與小市民同罪，這是他們的疏忽，在此向台北巿民道歉。」
 
▲柯文哲首場造勢選在北投七星公園。（圖／柯文哲競選辦公室提供）
 
對手民進黨台北市長候選人姚文智今（21日）上午替民進黨台北市議員林世宗競選總部站台，對於柯文哲在七星公園舉辦造勢活動違法開罰一事批評表示「第一次看到做為市長這樣蠻幹，把罰單當租金，視法律於無物」。姚文智說「柯文哲視法律如無物，如此的威權性格與崇拜的毛澤東或雍正，做法都一樣」，更語帶嘲諷地說「柯市長你好像要在台北市當皇帝」；沒看過被認定違法還不停止，繼續繳罰單，繼續辦選舉活動，「這樣是什麼樣的市長」！
 
▲柯文哲行動競總公園違規 姚文智批「把罰單當租金」。（圖／翻攝自姚文智臉書）
更多三立新聞網報導借場地有特定立場？公園處：公開透明帶頭違規！柯園遊會認定競選活動挨罰",2018-10-21 12:30:30+08:00,三立新聞網 setn.com,https://tw.news.yahoo.com/柯p公園造勢違法-姚文智怒轟-043030924.html
花媽赴高雄宣傳反併吞 陳其邁：假消息傷害民主選舉,"總統府秘書長陳菊再次南下高雄，與立委林岱樺宣傳反併吞活動。（圖片來源／民進黨）
高雄民進黨與南社、長老教會本土社團舉辦「反併吞護台灣、反介入顧高雄」活動，20日下午於世運大道舉行，民進黨高雄市9位立委，特別提前於上午8時展開站街頭的同步宣傳活動。非常重視這場活動的總統府秘書長陳菊，也親自南下，現身大寮區，陪同立委林岱樺站街頭宣傳活動。
花媽一聲令下，高雄立委都很團結
民進黨9位立委總動員輔選，與議員候選人則在各自選區站街頭，並在臉書直播，為這場反併吞行動，進行最大能量的宣傳。
民進黨高雄市長候選人陳其邁表示，高雄幅員廣大，自己經常上山下海，但選舉期間總是有跑不到的地方，非常感謝9位立委幫忙分擔。陳其邁指出，過去只要花媽一聲令下，高雄立委都很團結，現在花媽隊長交棒，一定會扛起責任，打好這次選戰。
陳其邁在清晨就與立委劉世芳及在地議員到左營「哈囉市場」做宣傳。陳其邁說，這次選舉充斥假消息，很多是來自境外、對岸，包括五毛黨的助攻，許多不實的指控，透過即時的網路散佈，防不勝防，造成很大的傷害，並且嚴重影響選舉的公平性，這是很嚴肅的問題，呼籲大家要正視。
劉世芳表示，民主選舉應該是一件快樂的事情，相信所有選民都不樂見，也無法忍受選舉過程中，出現來自對岸中國網軍，利用台灣的自由開放，製造假新聞，分化台灣社會。因此，特別呼籲所有市民朋友，一起參與並支持這場活動。
這幾個立委選區選情呈現落後局面
台灣世代智庫19日公布「2018高雄市長選情」民意調查，陳其邁支持度39.8％，國民黨韓國瑜32.5％；看好度方面，陳其邁會52.3％，韓國瑜29.1％。陳其邁在支持度雖然仍領先韓國瑜7.3％，但是與9月中旬的民調相較，領先幅度卻有縮小跡象。
該民調還從議員選區做分析，陳其邁的支持度在第1選區（桃源區、那瑪夏區、甲仙區、六龜區、杉林區、內門區、旗山區、美濃區、茂林區）、第4選區（楠梓區、左營區）、第7選區包含（三民區）、第9選區包含（鳳山區）輸給韓國瑜，這幾個選區的立委，分別是邱議瑩、劉世芳、李昆澤與許智傑。
陳其邁領先的區域，包括第2選區（茄萣區、湖內區、路竹區、阿蓮區、田寮區）與第3選區（永安區、岡山區、燕巢區、彌陀區、梓官區、橋頭區），立委是邱志偉；第5選區（大社區、仁武區、鳥松區、大樹區）與第11選區（大寮區、林園區），立委是林岱樺；第6選區（鼓山區、鹽埕區、旗津區），立委管碧玲；第8選區（前金區、 新興區、苓雅區），立委趙天麟；第10選區（前鎮區、小港區），立委賴瑞隆。
選前最後階段，各區立委輔選責任加重，尤其是選情落後的地方，就看如何扭轉局勢。
無法上架的新聞？綠委阻擋「高捷水上樂園與慶富」報告是擔心衝擊選情？
1號韓國瑜有「5個」農會相挺 藍營國師預測2號陳其邁當選",2018-10-21 12:05:17+08:00,信傳媒,https://tw.news.yahoo.com/花媽赴高雄宣傳反併吞-陳其邁-假消息傷害民主選舉-032931549.html
